path,label
dataset\2\C2_1210.jpg,2
dataset\0\C0_211.jpg,0
dataset\1\C1_2106.jpg,1
dataset\3\C3_1693.jpg,3
dataset\0\C0_1015.jpg,0
dataset\3\C3_724.jpg,3
dataset\1\C1_1904.jpg,1
dataset\3\C3_1608.jpg,3
dataset\0\C0_948.jpg,0
dataset\1\C1_2666.jpg,1
dataset\0\C0_1502.jpg,0
dataset\3\C3_1787.jpg,3
dataset\0\C0_2195.jpg,0
dataset\0\C0_1539.jpg,0
dataset\1\C1_1839.jpg,1
dataset\0\C0_1198.jpg,0
dataset\0\C0_55.jpg,0
dataset\1\C1_1516.jpg,1
dataset\0\C0_649.jpg,0
dataset\2\C2_1845.jpg,2
dataset\3\C3_232.jpg,3
dataset\1\C1_2746.jpg,1
dataset\3\C3_627.jpg,3
dataset\2\C2_2120.jpg,2
dataset\3\C3_719.jpg,3
dataset\3\C3_1976.jpg,3
dataset\2\C2_1284.jpg,2
dataset\1\C1_353.jpg,1
dataset\0\C0_2900.jpg,0
dataset\2\C2_2027.jpg,2
dataset\1\C1_2658.jpg,1
dataset\0\C0_13.jpg,0
dataset\1\C1_1348.jpg,1
dataset\2\C2_1009.jpg,2
dataset\2\C2_854.jpg,2
dataset\0\C0_1984.jpg,0
dataset\1\C1_351.jpg,1
dataset\2\C2_2607.jpg,2
dataset\1\C1_3084.jpg,1
dataset\2\C2_2087.jpg,2
dataset\0\C0_1715.jpg,0
dataset\2\C2_1472.jpg,2
dataset\3\C3_1990.jpg,3
dataset\2\C2_1727.jpg,2
dataset\1\C1_591.jpg,1
dataset\0\C0_308.jpg,0
dataset\1\C1_1774.jpg,1
dataset\2\C2_1801.jpg,2
dataset\3\C3_1472.jpg,3
dataset\1\C1_965.jpg,1
dataset\3\C3_824.jpg,3
dataset\2\C2_156.jpg,2
dataset\3\C3_1916.jpg,3
dataset\1\C1_567.jpg,1
dataset\3\C3_1980.jpg,3
dataset\3\C3_1826.jpg,3
dataset\1\C1_550.jpg,1
dataset\1\C1_1206.jpg,1
dataset\3\C3_424.jpg,3
dataset\0\C0_2263.jpg,0
dataset\2\C2_1881.jpg,2
dataset\1\C1_1611.jpg,1
dataset\0\C0_1399.jpg,0
dataset\0\C0_676.jpg,0
dataset\2\C2_728.jpg,2
dataset\3\C3_487.jpg,3
dataset\1\C1_1642.jpg,1
dataset\1\C1_1672.jpg,1
dataset\0\C0_486.jpg,0
dataset\3\C3_803.jpg,3
dataset\0\C0_1291.jpg,0
dataset\1\C1_2914.jpg,1
dataset\3\C3_499.jpg,3
dataset\3\C3_1168.jpg,3
dataset\3\C3_2445.jpg,3
dataset\1\C1_133.jpg,1
dataset\3\C3_1369.jpg,3
dataset\1\C1_790.jpg,1
dataset\3\C3_802.jpg,3
dataset\1\C1_1810.jpg,1
dataset\3\C3_1965.jpg,3
dataset\1\C1_2741.jpg,1
dataset\1\C1_2845.jpg,1
dataset\1\C1_2779.jpg,1
dataset\2\C2_939.jpg,2
dataset\2\C2_1188.jpg,2
dataset\0\C0_1910.jpg,0
dataset\1\C1_1245.jpg,1
dataset\0\C0_2231.jpg,0
dataset\3\C3_2368.jpg,3
dataset\1\C1_864.jpg,1
dataset\0\C0_296.jpg,0
dataset\3\C3_674.jpg,3
dataset\0\C0_1706.jpg,0
dataset\1\C1_2761.jpg,1
dataset\3\C3_1429.jpg,3
dataset\1\C1_1325.jpg,1
dataset\0\C0_939.jpg,0
dataset\0\C0_1678.jpg,0
dataset\1\C1_3068.jpg,1
dataset\3\C3_494.jpg,3
dataset\1\C1_304.jpg,1
dataset\0\C0_2667.jpg,0
dataset\3\C3_1699.jpg,3
dataset\1\C1_3003.jpg,1
dataset\0\C0_838.jpg,0
dataset\1\C1_1221.jpg,1
dataset\1\C1_2169.jpg,1
dataset\2\C2_480.jpg,2
dataset\0\C0_1760.jpg,0
dataset\3\C3_2499.jpg,3
dataset\0\C0_2025.jpg,0
dataset\3\C3_358.jpg,3
dataset\0\C0_631.jpg,0
dataset\3\C3_1718.jpg,3
dataset\3\C3_858.jpg,3
dataset\3\C3_291.jpg,3
dataset\3\C3_2290.jpg,3
dataset\1\C1_1125.jpg,1
dataset\0\C0_1557.jpg,0
dataset\1\C1_953.jpg,1
dataset\3\C3_904.jpg,3
dataset\0\C0_1750.jpg,0
dataset\2\C2_1832.jpg,2
dataset\3\C3_1044.jpg,3
dataset\2\C2_2583.jpg,2
dataset\2\C2_679.jpg,2
dataset\2\C2_628.jpg,2
dataset\0\C0_1076.jpg,0
dataset\0\C0_878.jpg,0
dataset\2\C2_1729.jpg,2
dataset\2\C2_947.jpg,2
dataset\1\C1_2203.jpg,1
dataset\3\C3_1516.jpg,3
dataset\1\C1_2383.jpg,1
dataset\0\C0_1371.jpg,0
dataset\2\C2_210.jpg,2
dataset\2\C2_2345.jpg,2
dataset\2\C2_2484.jpg,2
dataset\3\C3_1193.jpg,3
dataset\3\C3_1870.jpg,3
dataset\0\C0_2420.jpg,0
dataset\1\C1_1063.jpg,1
dataset\0\C0_204.jpg,0
dataset\0\C0_1801.jpg,0
dataset\1\C1_2596.jpg,1
dataset\1\C1_1313.jpg,1
dataset\0\C0_762.jpg,0
dataset\2\C2_588.jpg,2
dataset\2\C2_2269.jpg,2
dataset\3\C3_1719.jpg,3
dataset\1\C1_344.jpg,1
dataset\2\C2_1471.jpg,2
dataset\3\C3_691.jpg,3
dataset\1\C1_355.jpg,1
dataset\1\C1_772.jpg,1
dataset\2\C2_560.jpg,2
dataset\2\C2_1723.jpg,2
dataset\3\C3_26.jpg,3
dataset\0\C0_885.jpg,0
dataset\0\C0_2524.jpg,0
dataset\1\C1_1134.jpg,1
dataset\2\C2_1411.jpg,2
dataset\1\C1_2557.jpg,1
dataset\1\C1_873.jpg,1
dataset\1\C1_1150.jpg,1
dataset\1\C1_1163.jpg,1
dataset\0\C0_668.jpg,0
dataset\1\C1_798.jpg,1
dataset\3\C3_1906.jpg,3
dataset\3\C3_965.jpg,3
dataset\2\C2_824.jpg,2
dataset\2\C2_2389.jpg,2
dataset\1\C1_2262.jpg,1
dataset\1\C1_446.jpg,1
dataset\1\C1_560.jpg,1
dataset\2\C2_2234.jpg,2
dataset\0\C0_2029.jpg,0
dataset\3\C3_230.jpg,3
dataset\2\C2_495.jpg,2
dataset\2\C2_340.jpg,2
dataset\0\C0_2867.jpg,0
dataset\1\C1_2999.jpg,1
dataset\0\C0_306.jpg,0
dataset\0\C0_1512.jpg,0
dataset\0\C0_2351.jpg,0
dataset\1\C1_3040.jpg,1
dataset\1\C1_733.jpg,1
dataset\2\C2_174.jpg,2
dataset\2\C2_995.jpg,2
dataset\2\C2_1470.jpg,2
dataset\1\C1_1668.jpg,1
dataset\1\C1_487.jpg,1
dataset\1\C1_930.jpg,1
dataset\3\C3_327.jpg,3
dataset\2\C2_1795.jpg,2
dataset\0\C0_662.jpg,0
dataset\0\C0_2022.jpg,0
dataset\1\C1_2113.jpg,1
dataset\0\C0_1510.jpg,0
dataset\3\C3_414.jpg,3
dataset\2\C2_1616.jpg,2
dataset\3\C3_2161.jpg,3
dataset\1\C1_10.jpg,1
dataset\1\C1_634.jpg,1
dataset\3\C3_2353.jpg,3
dataset\2\C2_645.jpg,2
dataset\0\C0_674.jpg,0
dataset\0\C0_1166.jpg,0
dataset\0\C0_342.jpg,0
dataset\0\C0_1746.jpg,0
dataset\2\C2_2487.jpg,2
dataset\1\C1_918.jpg,1
dataset\1\C1_1755.jpg,1
dataset\3\C3_1428.jpg,3
dataset\3\C3_1202.jpg,3
dataset\2\C2_1520.jpg,2
dataset\0\C0_356.jpg,0
dataset\1\C1_562.jpg,1
dataset\2\C2_1672.jpg,2
dataset\2\C2_416.jpg,2
dataset\2\C2_1880.jpg,2
dataset\1\C1_3064.jpg,1
dataset\0\C0_2553.jpg,0
dataset\0\C0_447.jpg,0
dataset\2\C2_567.jpg,2
dataset\0\C0_565.jpg,0
dataset\3\C3_2446.jpg,3
dataset\0\C0_236.jpg,0
dataset\2\C2_2004.jpg,2
dataset\3\C3_1855.jpg,3
dataset\1\C1_2843.jpg,1
dataset\1\C1_2157.jpg,1
dataset\3\C3_522.jpg,3
dataset\0\C0_1204.jpg,0
dataset\1\C1_1342.jpg,1
dataset\1\C1_2188.jpg,1
dataset\0\C0_2130.jpg,0
dataset\1\C1_2382.jpg,1
dataset\1\C1_71.jpg,1
dataset\0\C0_2719.jpg,0
dataset\1\C1_729.jpg,1
dataset\1\C1_680.jpg,1
dataset\2\C2_2127.jpg,2
dataset\3\C3_2020.jpg,3
dataset\2\C2_2281.jpg,2
dataset\3\C3_782.jpg,3
dataset\0\C0_419.jpg,0
dataset\1\C1_2560.jpg,1
dataset\0\C0_919.jpg,0
dataset\2\C2_2485.jpg,2
dataset\1\C1_1039.jpg,1
dataset\3\C3_2340.jpg,3
dataset\2\C2_1305.jpg,2
dataset\1\C1_2769.jpg,1
dataset\0\C0_501.jpg,0
dataset\1\C1_2628.jpg,1
dataset\2\C2_717.jpg,2
dataset\0\C0_1840.jpg,0
dataset\3\C3_2536.jpg,3
dataset\0\C0_1312.jpg,0
dataset\1\C1_1212.jpg,1
dataset\1\C1_1674.jpg,1
dataset\2\C2_590.jpg,2
dataset\1\C1_2492.jpg,1
dataset\3\C3_796.jpg,3
dataset\3\C3_1205.jpg,3
dataset\3\C3_1721.jpg,3
dataset\2\C2_697.jpg,2
dataset\1\C1_916.jpg,1
dataset\2\C2_1629.jpg,2
dataset\0\C0_1197.jpg,0
dataset\0\C0_2121.jpg,0
dataset\1\C1_633.jpg,1
dataset\2\C2_542.jpg,2
dataset\1\C1_569.jpg,1
dataset\3\C3_2386.jpg,3
dataset\3\C3_252.jpg,3
dataset\2\C2_519.jpg,2
dataset\3\C3_2361.jpg,3
dataset\1\C1_2578.jpg,1
dataset\0\C0_2664.jpg,0
dataset\3\C3_695.jpg,3
dataset\3\C3_122.jpg,3
dataset\1\C1_1927.jpg,1
dataset\3\C3_2486.jpg,3
dataset\0\C0_1161.jpg,0
dataset\1\C1_855.jpg,1
dataset\1\C1_18.jpg,1
dataset\0\C0_1766.jpg,0
dataset\2\C2_1034.jpg,2
dataset\2\C2_2134.jpg,2
dataset\3\C3_2331.jpg,3
dataset\0\C0_2073.jpg,0
dataset\0\C0_326.jpg,0
dataset\2\C2_2697.jpg,2
dataset\1\C1_1877.jpg,1
dataset\1\C1_2183.jpg,1
dataset\0\C0_442.jpg,0
dataset\2\C2_2152.jpg,2
dataset\0\C0_2887.jpg,0
dataset\2\C2_369.jpg,2
dataset\1\C1_2511.jpg,1
dataset\2\C2_341.jpg,2
dataset\1\C1_1246.jpg,1
dataset\1\C1_1976.jpg,1
dataset\1\C1_2206.jpg,1
dataset\0\C0_115.jpg,0
dataset\2\C2_1993.jpg,2
dataset\3\C3_1553.jpg,3
dataset\2\C2_2493.jpg,2
dataset\3\C3_2169.jpg,3
dataset\3\C3_1730.jpg,3
dataset\1\C1_250.jpg,1
dataset\0\C0_1989.jpg,0
dataset\0\C0_2225.jpg,0
dataset\2\C2_622.jpg,2
dataset\2\C2_1036.jpg,2
dataset\1\C1_2226.jpg,1
dataset\1\C1_1168.jpg,1
dataset\3\C3_502.jpg,3
dataset\1\C1_2601.jpg,1
dataset\3\C3_1070.jpg,3
dataset\0\C0_1937.jpg,0
dataset\3\C3_569.jpg,3
dataset\3\C3_80.jpg,3
dataset\1\C1_1298.jpg,1
dataset\0\C0_500.jpg,0
dataset\2\C2_1524.jpg,2
dataset\2\C2_257.jpg,2
dataset\3\C3_922.jpg,3
dataset\0\C0_1793.jpg,0
dataset\3\C3_1558.jpg,3
dataset\0\C0_147.jpg,0
dataset\0\C0_941.jpg,0
dataset\3\C3_260.jpg,3
dataset\1\C1_919.jpg,1
dataset\3\C3_1099.jpg,3
dataset\2\C2_1133.jpg,2
dataset\2\C2_1474.jpg,2
dataset\2\C2_820.jpg,2
dataset\2\C2_185.jpg,2
dataset\1\C1_1621.jpg,1
dataset\2\C2_1959.jpg,2
dataset\1\C1_2607.jpg,1
dataset\3\C3_495.jpg,3
dataset\2\C2_890.jpg,2
dataset\1\C1_996.jpg,1
dataset\1\C1_1804.jpg,1
dataset\0\C0_1983.jpg,0
dataset\0\C0_1666.jpg,0
dataset\1\C1_2035.jpg,1
dataset\0\C0_2427.jpg,0
dataset\1\C1_766.jpg,1
dataset\2\C2_2089.jpg,2
dataset\1\C1_379.jpg,1
dataset\0\C0_2630.jpg,0
dataset\0\C0_2804.jpg,0
dataset\1\C1_1596.jpg,1
dataset\2\C2_9.jpg,2
dataset\0\C0_875.jpg,0
dataset\0\C0_2313.jpg,0
dataset\0\C0_398.jpg,0
dataset\1\C1_886.jpg,1
dataset\0\C0_2530.jpg,0
dataset\2\C2_1892.jpg,2
dataset\3\C3_999.jpg,3
dataset\2\C2_1234.jpg,2
dataset\3\C3_1589.jpg,3
dataset\2\C2_400.jpg,2
dataset\0\C0_192.jpg,0
dataset\2\C2_1887.jpg,2
dataset\1\C1_831.jpg,1
dataset\0\C0_2478.jpg,0
dataset\3\C3_1308.jpg,3
dataset\2\C2_40.jpg,2
dataset\2\C2_1119.jpg,2
dataset\3\C3_577.jpg,3
dataset\2\C2_1847.jpg,2
dataset\2\C2_20.jpg,2
dataset\3\C3_114.jpg,3
dataset\1\C1_2141.jpg,1
dataset\1\C1_258.jpg,1
dataset\0\C0_2717.jpg,0
dataset\2\C2_2476.jpg,2
dataset\1\C1_1517.jpg,1
dataset\0\C0_2233.jpg,0
dataset\1\C1_1684.jpg,1
dataset\0\C0_2039.jpg,0
dataset\2\C2_1031.jpg,2
dataset\2\C2_1662.jpg,2
dataset\3\C3_1484.jpg,3
dataset\1\C1_2939.jpg,1
dataset\1\C1_2233.jpg,1
dataset\1\C1_2294.jpg,1
dataset\1\C1_2366.jpg,1
dataset\3\C3_1043.jpg,3
dataset\0\C0_1664.jpg,0
dataset\1\C1_2142.jpg,1
dataset\2\C2_1850.jpg,2
dataset\0\C0_1131.jpg,0
dataset\1\C1_724.jpg,1
dataset\0\C0_1348.jpg,0
dataset\2\C2_2404.jpg,2
dataset\1\C1_180.jpg,1
dataset\1\C1_1617.jpg,1
dataset\1\C1_2727.jpg,1
dataset\0\C0_1359.jpg,0
dataset\2\C2_936.jpg,2
dataset\1\C1_1692.jpg,1
dataset\3\C3_104.jpg,3
dataset\3\C3_83.jpg,3
dataset\0\C0_2248.jpg,0
dataset\2\C2_1424.jpg,2
dataset\2\C2_1042.jpg,2
dataset\0\C0_808.jpg,0
dataset\1\C1_2450.jpg,1
dataset\0\C0_1143.jpg,0
dataset\1\C1_3055.jpg,1
dataset\3\C3_1195.jpg,3
dataset\2\C2_175.jpg,2
dataset\1\C1_474.jpg,1
dataset\1\C1_2215.jpg,1
dataset\3\C3_1330.jpg,3
dataset\2\C2_2533.jpg,2
dataset\3\C3_1891.jpg,3
dataset\0\C0_2807.jpg,0
dataset\0\C0_1765.jpg,0
dataset\0\C0_2863.jpg,0
dataset\3\C3_1433.jpg,3
dataset\2\C2_377.jpg,2
dataset\3\C3_2254.jpg,3
dataset\2\C2_1385.jpg,2
dataset\2\C2_544.jpg,2
dataset\2\C2_1513.jpg,2
dataset\3\C3_461.jpg,3
dataset\1\C1_362.jpg,1
dataset\2\C2_1740.jpg,2
dataset\0\C0_2787.jpg,0
dataset\0\C0_553.jpg,0
dataset\1\C1_895.jpg,1
dataset\2\C2_604.jpg,2
dataset\0\C0_859.jpg,0
dataset\2\C2_329.jpg,2
dataset\1\C1_2597.jpg,1
dataset\0\C0_890.jpg,0
dataset\0\C0_341.jpg,0
dataset\0\C0_1621.jpg,0
dataset\1\C1_121.jpg,1
dataset\3\C3_2065.jpg,3
dataset\3\C3_1694.jpg,3
dataset\1\C1_397.jpg,1
dataset\1\C1_1137.jpg,1
dataset\1\C1_1138.jpg,1
dataset\0\C0_2593.jpg,0
dataset\0\C0_1541.jpg,0
dataset\0\C0_1003.jpg,0
dataset\0\C0_430.jpg,0
dataset\3\C3_2056.jpg,3
dataset\3\C3_142.jpg,3
dataset\3\C3_1646.jpg,3
dataset\1\C1_2283.jpg,1
dataset\0\C0_1691.jpg,0
dataset\3\C3_1739.jpg,3
dataset\1\C1_2519.jpg,1
dataset\1\C1_2386.jpg,1
dataset\3\C3_1626.jpg,3
dataset\3\C3_382.jpg,3
dataset\1\C1_3101.jpg,1
dataset\3\C3_2081.jpg,3
dataset\1\C1_128.jpg,1
dataset\0\C0_2792.jpg,0
dataset\2\C2_1290.jpg,2
dataset\1\C1_1295.jpg,1
dataset\0\C0_2734.jpg,0
dataset\2\C2_550.jpg,2
dataset\2\C2_2411.jpg,2
dataset\3\C3_1215.jpg,3
dataset\3\C3_1658.jpg,3
dataset\0\C0_243.jpg,0
dataset\0\C0_905.jpg,0
dataset\1\C1_2631.jpg,1
dataset\3\C3_1738.jpg,3
dataset\1\C1_1649.jpg,1
dataset\3\C3_1673.jpg,3
dataset\1\C1_1196.jpg,1
dataset\0\C0_538.jpg,0
dataset\2\C2_1838.jpg,2
dataset\2\C2_1869.jpg,2
dataset\1\C1_124.jpg,1
dataset\0\C0_797.jpg,0
dataset\1\C1_46.jpg,1
dataset\0\C0_92.jpg,0
dataset\2\C2_1735.jpg,2
dataset\3\C3_2137.jpg,3
dataset\3\C3_1500.jpg,3
dataset\2\C2_909.jpg,2
dataset\3\C3_1962.jpg,3
dataset\1\C1_181.jpg,1
dataset\2\C2_163.jpg,2
dataset\3\C3_833.jpg,3
dataset\1\C1_265.jpg,1
dataset\3\C3_349.jpg,3
dataset\1\C1_984.jpg,1
dataset\3\C3_1030.jpg,3
dataset\3\C3_2252.jpg,3
dataset\3\C3_2411.jpg,3
dataset\2\C2_1017.jpg,2
dataset\1\C1_875.jpg,1
dataset\3\C3_139.jpg,3
dataset\1\C1_2642.jpg,1
dataset\0\C0_172.jpg,0
dataset\0\C0_633.jpg,0
dataset\1\C1_2820.jpg,1
dataset\0\C0_2149.jpg,0
dataset\0\C0_2878.jpg,0
dataset\0\C0_1488.jpg,0
dataset\3\C3_120.jpg,3
dataset\1\C1_1429.jpg,1
dataset\2\C2_1116.jpg,2
dataset\1\C1_2319.jpg,1
dataset\2\C2_2358.jpg,2
dataset\3\C3_731.jpg,3
dataset\2\C2_2693.jpg,2
dataset\2\C2_1597.jpg,2
dataset\1\C1_2679.jpg,1
dataset\3\C3_1406.jpg,3
dataset\2\C2_332.jpg,2
dataset\3\C3_1116.jpg,3
dataset\0\C0_237.jpg,0
dataset\3\C3_1237.jpg,3
dataset\3\C3_1506.jpg,3
dataset\0\C0_1259.jpg,0
dataset\1\C1_1650.jpg,1
dataset\3\C3_2249.jpg,3
dataset\0\C0_1448.jpg,0
dataset\0\C0_25.jpg,0
dataset\3\C3_1160.jpg,3
dataset\1\C1_1986.jpg,1
dataset\3\C3_881.jpg,3
dataset\1\C1_2269.jpg,1
dataset\3\C3_2461.jpg,3
dataset\0\C0_1164.jpg,0
dataset\2\C2_1913.jpg,2
dataset\0\C0_1792.jpg,0
dataset\0\C0_1321.jpg,0
dataset\0\C0_2453.jpg,0
dataset\0\C0_883.jpg,0
dataset\3\C3_912.jpg,3
dataset\3\C3_1792.jpg,3
dataset\1\C1_2444.jpg,1
dataset\3\C3_823.jpg,3
dataset\0\C0_301.jpg,0
dataset\1\C1_2822.jpg,1
dataset\2\C2_399.jpg,2
dataset\2\C2_127.jpg,2
dataset\2\C2_298.jpg,2
dataset\1\C1_2096.jpg,1
dataset\0\C0_1410.jpg,0
dataset\1\C1_3054.jpg,1
dataset\3\C3_767.jpg,3
dataset\2\C2_482.jpg,2
dataset\3\C3_508.jpg,3
dataset\2\C2_1882.jpg,2
dataset\2\C2_2539.jpg,2
dataset\2\C2_150.jpg,2
dataset\1\C1_58.jpg,1
dataset\3\C3_470.jpg,3
dataset\0\C0_1966.jpg,0
dataset\1\C1_2770.jpg,1
dataset\2\C2_990.jpg,2
dataset\0\C0_823.jpg,0
dataset\2\C2_1425.jpg,2
dataset\1\C1_1023.jpg,1
dataset\2\C2_2235.jpg,2
dataset\2\C2_1504.jpg,2
dataset\3\C3_587.jpg,3
dataset\2\C2_1714.jpg,2
dataset\3\C3_1982.jpg,3
dataset\1\C1_1973.jpg,1
dataset\3\C3_171.jpg,3
dataset\0\C0_1385.jpg,0
dataset\0\C0_2781.jpg,0
dataset\2\C2_1250.jpg,2
dataset\1\C1_345.jpg,1
dataset\0\C0_1684.jpg,0
dataset\2\C2_1812.jpg,2
dataset\1\C1_580.jpg,1
dataset\3\C3_2214.jpg,3
dataset\1\C1_2805.jpg,1
dataset\3\C3_1053.jpg,3
dataset\1\C1_1788.jpg,1
dataset\2\C2_1223.jpg,2
dataset\1\C1_2228.jpg,1
dataset\1\C1_2483.jpg,1
dataset\0\C0_1142.jpg,0
dataset\0\C0_2851.jpg,0
dataset\0\C0_438.jpg,0
dataset\0\C0_1774.jpg,0
dataset\1\C1_2071.jpg,1
dataset\1\C1_1511.jpg,1
dataset\1\C1_1968.jpg,1
dataset\2\C2_1018.jpg,2
dataset\1\C1_1640.jpg,1
dataset\3\C3_1678.jpg,3
dataset\0\C0_1501.jpg,0
dataset\0\C0_2454.jpg,0
dataset\0\C0_2249.jpg,0
dataset\2\C2_2276.jpg,2
dataset\0\C0_2834.jpg,0
dataset\0\C0_1972.jpg,0
dataset\2\C2_1852.jpg,2
dataset\3\C3_826.jpg,3
dataset\1\C1_2240.jpg,1
dataset\0\C0_2381.jpg,0
dataset\1\C1_1257.jpg,1
dataset\1\C1_2331.jpg,1
dataset\1\C1_2173.jpg,1
dataset\3\C3_2074.jpg,3
dataset\1\C1_1476.jpg,1
dataset\0\C0_877.jpg,0
dataset\2\C2_529.jpg,2
dataset\3\C3_801.jpg,3
dataset\1\C1_866.jpg,1
dataset\0\C0_1263.jpg,0
dataset\0\C0_1553.jpg,0
dataset\3\C3_1111.jpg,3
dataset\2\C2_2320.jpg,2
dataset\3\C3_1136.jpg,3
dataset\1\C1_2313.jpg,1
dataset\2\C2_429.jpg,2
dataset\1\C1_1427.jpg,1
dataset\2\C2_1914.jpg,2
dataset\2\C2_1228.jpg,2
dataset\3\C3_1176.jpg,3
dataset\2\C2_1052.jpg,2
dataset\3\C3_125.jpg,3
dataset\1\C1_1701.jpg,1
dataset\0\C0_304.jpg,0
dataset\1\C1_3082.jpg,1
dataset\3\C3_541.jpg,3
dataset\3\C3_2152.jpg,3
dataset\2\C2_2681.jpg,2
dataset\1\C1_2908.jpg,1
dataset\3\C3_1766.jpg,3
dataset\0\C0_1497.jpg,0
dataset\3\C3_2300.jpg,3
dataset\1\C1_1040.jpg,1
dataset\3\C3_993.jpg,3
dataset\2\C2_83.jpg,2
dataset\3\C3_2356.jpg,3
dataset\1\C1_57.jpg,1
dataset\2\C2_2540.jpg,2
dataset\2\C2_705.jpg,2
dataset\2\C2_852.jpg,2
dataset\1\C1_2223.jpg,1
dataset\1\C1_931.jpg,1
dataset\2\C2_1765.jpg,2
dataset\1\C1_2884.jpg,1
dataset\2\C2_2684.jpg,2
dataset\1\C1_3004.jpg,1
dataset\0\C0_1217.jpg,0
dataset\2\C2_1965.jpg,2
dataset\1\C1_1522.jpg,1
dataset\1\C1_2286.jpg,1
dataset\1\C1_2321.jpg,1
dataset\2\C2_402.jpg,2
dataset\1\C1_2302.jpg,1
dataset\1\C1_29.jpg,1
dataset\2\C2_2049.jpg,2
dataset\2\C2_2450.jpg,2
dataset\2\C2_1826.jpg,2
dataset\1\C1_336.jpg,1
dataset\1\C1_2923.jpg,1
dataset\1\C1_2278.jpg,1
dataset\3\C3_632.jpg,3
dataset\2\C2_589.jpg,2
dataset\0\C0_1810.jpg,0
dataset\3\C3_1112.jpg,3
dataset\3\C3_608.jpg,3
dataset\2\C2_2562.jpg,2
dataset\3\C3_1050.jpg,3
dataset\1\C1_890.jpg,1
dataset\2\C2_1003.jpg,2
dataset\0\C0_2305.jpg,0
dataset\3\C3_1190.jpg,3
dataset\2\C2_51.jpg,2
dataset\1\C1_1097.jpg,1
dataset\1\C1_2594.jpg,1
dataset\0\C0_792.jpg,0
dataset\1\C1_2565.jpg,1
dataset\2\C2_2551.jpg,2
dataset\3\C3_1876.jpg,3
dataset\3\C3_1782.jpg,3
dataset\2\C2_1437.jpg,2
dataset\3\C3_932.jpg,3
dataset\1\C1_1187.jpg,1
dataset\1\C1_1770.jpg,1
dataset\1\C1_1873.jpg,1
dataset\0\C0_1859.jpg,0
dataset\1\C1_2673.jpg,1
dataset\1\C1_2535.jpg,1
dataset\0\C0_2247.jpg,0
dataset\2\C2_89.jpg,2
dataset\0\C0_2549.jpg,0
dataset\3\C3_2222.jpg,3
dataset\1\C1_111.jpg,1
dataset\1\C1_7.jpg,1
dataset\0\C0_729.jpg,0
dataset\0\C0_2818.jpg,0
dataset\1\C1_2555.jpg,1
dataset\0\C0_1629.jpg,0
dataset\3\C3_1126.jpg,3
dataset\0\C0_1417.jpg,0
dataset\0\C0_2234.jpg,0
dataset\0\C0_2030.jpg,0
dataset\0\C0_2564.jpg,0
dataset\0\C0_650.jpg,0
dataset\1\C1_962.jpg,1
dataset\0\C0_1594.jpg,0
dataset\1\C1_404.jpg,1
dataset\0\C0_137.jpg,0
dataset\3\C3_970.jpg,3
dataset\0\C0_1632.jpg,0
dataset\1\C1_2199.jpg,1
dataset\2\C2_1123.jpg,2
dataset\3\C3_1740.jpg,3
dataset\1\C1_1317.jpg,1
dataset\3\C3_121.jpg,3
dataset\1\C1_448.jpg,1
dataset\1\C1_1273.jpg,1
dataset\1\C1_2052.jpg,1
dataset\1\C1_78.jpg,1
dataset\1\C1_399.jpg,1
dataset\1\C1_1618.jpg,1
dataset\0\C0_90.jpg,0
dataset\2\C2_1296.jpg,2
dataset\0\C0_1124.jpg,0
dataset\2\C2_581.jpg,2
dataset\2\C2_108.jpg,2
dataset\2\C2_2151.jpg,2
dataset\1\C1_2647.jpg,1
dataset\3\C3_1497.jpg,3
dataset\3\C3_1478.jpg,3
dataset\1\C1_137.jpg,1
dataset\2\C2_2662.jpg,2
dataset\1\C1_1665.jpg,1
dataset\3\C3_2227.jpg,3
dataset\2\C2_1384.jpg,2
dataset\1\C1_956.jpg,1
dataset\1\C1_585.jpg,1
dataset\3\C3_201.jpg,3
dataset\0\C0_1587.jpg,0
dataset\0\C0_2681.jpg,0
dataset\1\C1_1008.jpg,1
dataset\3\C3_1967.jpg,3
dataset\1\C1_3087.jpg,1
dataset\0\C0_1568.jpg,0
dataset\3\C3_554.jpg,3
dataset\0\C0_704.jpg,0
dataset\3\C3_941.jpg,3
dataset\2\C2_33.jpg,2
dataset\3\C3_474.jpg,3
dataset\3\C3_1209.jpg,3
dataset\3\C3_2109.jpg,3
dataset\0\C0_2758.jpg,0
dataset\0\C0_839.jpg,0
dataset\0\C0_1419.jpg,0
dataset\0\C0_1479.jpg,0
dataset\0\C0_1860.jpg,0
dataset\2\C2_633.jpg,2
dataset\0\C0_1412.jpg,0
dataset\1\C1_2163.jpg,1
dataset\0\C0_619.jpg,0
dataset\2\C2_171.jpg,2
dataset\1\C1_2476.jpg,1
dataset\1\C1_2921.jpg,1
dataset\3\C3_680.jpg,3
dataset\0\C0_616.jpg,0
dataset\0\C0_1340.jpg,0
dataset\0\C0_2755.jpg,0
dataset\1\C1_2470.jpg,1
dataset\3\C3_2130.jpg,3
dataset\2\C2_165.jpg,2
dataset\0\C0_1107.jpg,0
dataset\2\C2_1952.jpg,2
dataset\1\C1_3058.jpg,1
dataset\3\C3_131.jpg,3
dataset\0\C0_2600.jpg,0
dataset\2\C2_1547.jpg,2
dataset\2\C2_1638.jpg,2
dataset\3\C3_134.jpg,3
dataset\1\C1_1639.jpg,1
